customer_id,first_name,last_name,gender,date_of_birth,city,state,employment_type,monthly_income,signup_date,loan_id,loan_amount,interest_rate,tenure_months,loan_status,disbursement_date,repayment_id,due_date,payment_date,amount_paid,repayment_status,income_segment,high_risk_flag,large_loan_flag,missed_payment_flag
6555,Ashley,Stewart,Male,1972-09-28,New Victoria,Connecticut,Salaried,157150.0,2025-11-25,9931,690747.0,16.68,36,Closed,2025-06-29,12168,2025-12-20,2025-09-18,5552.1,On-Time,High income,0,1,0
6555,Ashley,Stewart,Male,1972-09-28,New Victoria,Connecticut,Salaried,157150.0,2025-11-25,14172,586869.0,19.39,12,Active,2025-10-16,13058,2025-10-31,2025-08-22,34302.24,Missed,High income,0,1,1
6555,Ashley,Stewart,Male,1972-09-28,New Victoria,Connecticut,Salaried,157150.0,2025-11-25,14172,586869.0,19.39,12,Active,2025-10-16,19792,2026-04-24,2025-11-14,37267.05,On-Time,High income,0,1,0
6556,Melvin,Elliott,Female,1998-12-25,Lefurt,Massachusetts,Freelancer,51119.0,2025-07-30,5063,205677.0,14.05,36,Default,2026-02-11,3720,2025-06-24,2025-06-26,27069.78,Missed,Middle income,1,0,1
6558,Chelsea,Randall,Male,2002-09-13,Jordanburgh,Maine,Freelancer,182326.0,2025-04-05,2199,233036.0,15.99,36,Closed,2026-01-31,14831,2026-04-04,2025-05-10,32034.9,Late,High income,0,0,0
6558,Chelsea,Randall,Male,2002-09-13,Jordanburgh,Maine,Freelancer,182326.0,2025-04-05,3574,325688.0,23.42,24,Closed,2025-02-23,2826,2025-10-05,2025-11-02,27058.6,On-Time,High income,0,0,0
6558,Chelsea,Randall,Male,2002-09-13,Jordanburgh,Maine,Freelancer,182326.0,2025-04-05,3574,325688.0,23.42,24,Closed,2025-02-23,17474,2025-08-29,2025-11-09,44754.49,Missed,High income,0,0,1
6562,Daniel,Blake,Male,1995-02-25,Lake Alyssaport,Montana,Self-Employed,151387.0,2023-07-20,5769,922137.0,9.59,48,Default,2026-04-18,6193,2025-11-14,2025-12-25,6828.51,Late,High income,1,1,0
6564,Christopher,Potts,Female,2002-08-24,Lake Carol,Wisconsin,Self-Employed,112855.0,2024-08-04,5447,841295.0,21.82,6,Default,2025-06-13,4521,2025-07-17,2025-05-23,5742.3,Missed,High income,1,1,1
6565,Erik,Bradley,Male,1977-07-07,Chapmanberg,Missouri,Self-Employed,88685.0,2024-03-04,9837,678347.0,15.42,24,Active,2025-04-06,13304,2025-11-28,2025-10-28,14412.89,Late,Middle income,0,1,0
6567,Morgan,Cooper,Male,2003-12-03,New Jacob,Montana,Freelancer,194953.0,2023-06-13,1467,792641.0,14.81,36,Active,2025-11-28,1019,2026-01-17,2026-03-06,15722.18,On-Time,High income,0,1,0
6567,Morgan,Cooper,Male,2003-12-03,New Jacob,Montana,Freelancer,194953.0,2023-06-13,2377,771688.0,9.8,48,Closed,2025-07-04,6674,2025-06-27,2026-01-23,10324.74,Missed,High income,0,1,1
6568,Mike,Morris,Male,1991-07-08,New Alyssaville,Minnesota,Self-Employed,182894.0,2025-06-19,7343,338758.0,13.97,24,Active,2025-02-06,16925,2025-08-31,2025-12-29,38081.88,Missed,High income,0,0,1
6568,Mike,Morris,Male,1991-07-08,New Alyssaville,Minnesota,Self-Employed,182894.0,2025-06-19,7343,338758.0,13.97,24,Active,2025-02-06,18724,2025-11-04,2026-02-28,42568.62,Missed,High income,0,0,1
6569,Angel,Reyes,Male,2005-01-02,North Jenniferbury,Kentucky,Salaried,40698.0,2024-10-28,217,950439.0,20.13,36,Default,2024-11-08,3511,2025-06-23,2026-04-16,47645.24,Late,Low income,1,1,0
6569,Angel,Reyes,Male,2005-01-02,North Jenniferbury,Kentucky,Salaried,40698.0,2024-10-28,217,950439.0,20.13,36,Default,2024-11-08,17919,2026-02-13,2026-02-15,43099.2,Missed,Low income,1,1,1
6571,Kyle,Tucker,Female,1994-02-20,Pottershire,Utah,Salaried,112146.0,2026-04-18,13945,444242.0,15.1,12,Active,2024-12-31,358,2025-07-25,2025-07-08,11251.86,On-Time,High income,0,0,0
6572,Phillip,Shannon,Male,2004-07-09,West Meghanside,West Virginia,Salaried,51055.0,2025-11-04,10290,819359.0,11.27,6,Closed,2025-08-03,3180,2025-08-08,2025-11-21,24142.55,Late,Middle income,0,1,0
6572,Phillip,Shannon,Male,2004-07-09,West Meghanside,West Virginia,Salaried,51055.0,2025-11-04,10290,819359.0,11.27,6,Closed,2025-08-03,12068,2025-08-09,2026-01-12,13478.11,Late,Middle income,0,1,0
6572,Phillip,Shannon,Male,2004-07-09,West Meghanside,West Virginia,Salaried,51055.0,2025-11-04,10290,819359.0,11.27,6,Closed,2025-08-03,14339,2026-04-24,2025-08-26,29479.34,On-Time,Middle income,0,1,0
6572,Phillip,Shannon,Male,2004-07-09,West Meghanside,West Virginia,Salaried,51055.0,2025-11-04,10290,819359.0,11.27,6,Closed,2025-08-03,16619,2025-08-04,2025-09-05,42351.98,Missed,Middle income,0,1,1
6574,Andrew,Rose,Female,1995-04-27,Samanthahaven,Connecticut,Self-Employed,41418.0,2024-04-06,4132,587756.0,9.26,6,Default,2025-03-13,331,2026-03-30,2026-03-15,37656.36,Late,Low income,1,1,0
6574,Andrew,Rose,Female,1995-04-27,Samanthahaven,Connecticut,Self-Employed,41418.0,2024-04-06,4132,587756.0,9.26,6,Default,2025-03-13,2537,2025-12-01,2025-06-29,27489.13,Missed,Low income,1,1,1
6574,Andrew,Rose,Female,1995-04-27,Samanthahaven,Connecticut,Self-Employed,41418.0,2024-04-06,4132,587756.0,9.26,6,Default,2025-03-13,19296,2026-01-04,2026-01-03,31799.01,On-Time,Low income,1,1,0
6574,Andrew,Rose,Female,1995-04-27,Samanthahaven,Connecticut,Self-Employed,41418.0,2024-04-06,6118,143315.0,21.57,48,Active,2026-03-18,106,2025-09-14,2025-09-01,42900.1,On-Time,Low income,0,0,0
6575,Brett,Phillips,Male,1996-05-13,Josephchester,California,Bussiness,149681.0,2023-07-29,1793,942899.0,12.8,48,Active,2025-03-09,3300,2026-04-23,2025-12-07,14324.74,Late,High income,0,1,0
6575,Brett,Phillips,Male,1996-05-13,Josephchester,California,Bussiness,149681.0,2023-07-29,1793,942899.0,12.8,48,Active,2025-03-09,6599,2026-02-02,2026-04-24,26576.96,On-Time,High income,0,1,0
6575,Brett,Phillips,Male,1996-05-13,Josephchester,California,Bussiness,149681.0,2023-07-29,1793,942899.0,12.8,48,Active,2025-03-09,13801,2025-08-21,2025-10-11,18070.0,On-Time,High income,0,1,0
6576,Brenda,Brown,Female,1992-03-17,Richardtown,Alabama,Self-Employed,111079.0,2025-01-06,8873,371882.0,9.17,12,Active,2024-11-13,18360,2025-07-31,2025-10-28,12882.43,Late,High income,0,0,0
6578,Anthony,Carter,Female,2000-10-17,Lake Cindy,Illinois,Freelancer,70856.0,2023-07-02,3867,585165.0,21.51,12,Default,2025-10-19,5847,2026-01-21,2026-03-15,22186.34,On-Time,Middle income,1,1,0
6578,Anthony,Carter,Female,2000-10-17,Lake Cindy,Illinois,Freelancer,70856.0,2023-07-02,3867,585165.0,21.51,12,Default,2025-10-19,6388,2025-07-06,2025-10-13,37909.45,Missed,Middle income,1,1,1
6578,Anthony,Carter,Female,2000-10-17,Lake Cindy,Illinois,Freelancer,70856.0,2023-07-02,3867,585165.0,21.51,12,Default,2025-10-19,13368,2025-06-15,2026-03-22,10442.97,Late,Middle income,1,1,0
6578,Anthony,Carter,Female,2000-10-17,Lake Cindy,Illinois,Freelancer,70856.0,2023-07-02,5872,743085.0,22.35,24,Closed,2025-06-21,19725,2025-12-24,2025-08-19,29545.12,Late,Middle income,0,1,0
6578,Anthony,Carter,Female,2000-10-17,Lake Cindy,Illinois,Freelancer,70856.0,2023-07-02,9184,791784.0,14.05,24,Closed,2026-04-01,4613,2026-03-23,2025-08-03,41679.81,Missed,Middle income,0,1,1
6578,Anthony,Carter,Female,2000-10-17,Lake Cindy,Illinois,Freelancer,70856.0,2023-07-02,9184,791784.0,14.05,24,Closed,2026-04-01,16751,2025-07-08,2025-12-23,30630.22,Missed,Middle income,0,1,1
6578,Anthony,Carter,Female,2000-10-17,Lake Cindy,Illinois,Freelancer,70856.0,2023-07-02,9184,791784.0,14.05,24,Closed,2026-04-01,17791,2026-02-20,2026-05-01,13381.31,On-Time,Middle income,0,1,0
6579,Joseph,Barr,Male,1978-07-02,West Brian,Wyoming,Self-Employed,124814.0,2024-03-12,2099,213969.0,11.53,12,Closed,2025-09-10,3236,2025-09-09,2025-07-14,23564.05,Missed,High income,0,0,1
6579,Joseph,Barr,Male,1978-07-02,West Brian,Wyoming,Self-Employed,124814.0,2024-03-12,2099,213969.0,11.53,12,Closed,2025-09-10,4255,2025-12-17,2025-06-10,15119.44,Late,High income,0,0,0
6579,Joseph,Barr,Male,1978-07-02,West Brian,Wyoming,Self-Employed,124814.0,2024-03-12,2099,213969.0,11.53,12,Closed,2025-09-10,14898,2025-08-12,2026-03-17,25225.56,On-Time,High income,0,0,0
6579,Joseph,Barr,Male,1978-07-02,West Brian,Wyoming,Self-Employed,124814.0,2024-03-12,14261,106711.0,23.28,6,Closed,2025-09-23,18069,2026-01-15,2025-10-02,12089.02,On-Time,High income,0,0,0
6580,Eric,Zavala,Female,1989-11-05,Lake Andrea,Louisiana,Salaried,180034.0,2024-03-23,7012,327351.0,15.16,24,Default,2024-07-03,19059,2025-11-29,2025-08-20,38494.31,On-Time,High income,1,0,0
6580,Eric,Zavala,Female,1989-11-05,Lake Andrea,Louisiana,Salaried,180034.0,2024-03-23,9625,328200.0,9.69,6,Active,2025-03-06,5530,2026-02-28,2025-11-30,49491.19,Late,High income,0,0,0
6581,Kenneth,Hebert,Female,1972-07-28,New Kelly,New Mexico,Self-Employed,81026.0,2026-03-03,166,768301.0,11.09,24,Default,2024-06-30,2366,2025-11-30,2026-02-21,49673.6,On-Time,Middle income,1,1,0
6581,Kenneth,Hebert,Female,1972-07-28,New Kelly,New Mexico,Self-Employed,81026.0,2026-03-03,166,768301.0,11.09,24,Default,2024-06-30,4138,2025-12-17,2025-10-04,27058.32,On-Time,Middle income,1,1,0
6581,Kenneth,Hebert,Female,1972-07-28,New Kelly,New Mexico,Self-Employed,81026.0,2026-03-03,166,768301.0,11.09,24,Default,2024-06-30,14264,2025-11-14,2025-08-26,16050.97,Missed,Middle income,1,1,1
6581,Kenneth,Hebert,Female,1972-07-28,New Kelly,New Mexico,Self-Employed,81026.0,2026-03-03,166,768301.0,11.09,24,Default,2024-06-30,15824,2025-08-31,2025-06-18,31507.97,Missed,Middle income,1,1,1
6581,Kenneth,Hebert,Female,1972-07-28,New Kelly,New Mexico,Self-Employed,81026.0,2026-03-03,9402,175427.0,19.96,48,Default,2026-03-01,7003,2025-10-20,2026-01-24,4359.8,Missed,Middle income,1,0,1
6583,Anna,Baker,Female,1992-12-01,East Ralph,New York,Bussiness,65474.0,2024-12-30,3644,791633.0,21.05,12,Active,2025-10-10,7381,2025-10-11,2026-01-07,41788.24,Late,Middle income,0,1,0
6584,Daniel,Park,Male,1998-08-04,Port Jamesfurt,Minnesota,Freelancer,153432.0,2024-08-10,11551,297332.0,9.24,36,Default,2025-10-15,4410,2025-10-03,2025-12-25,6829.31,Late,High income,1,0,0
6584,Daniel,Park,Male,1998-08-04,Port Jamesfurt,Minnesota,Freelancer,153432.0,2024-08-10,11551,297332.0,9.24,36,Default,2025-10-15,9577,2025-10-16,2026-01-30,2315.27,Late,High income,1,0,0
6584,Daniel,Park,Male,1998-08-04,Port Jamesfurt,Minnesota,Freelancer,153432.0,2024-08-10,13050,204861.0,8.89,48,Default,2025-04-14,16483,2025-11-16,2025-05-09,21448.36,Late,High income,1,0,0
6585,Jamie,Moore,Female,1972-08-23,Port Kylebury,New Jersey,Self-Employed,187508.0,2023-07-25,6346,402150.0,15.71,36,Default,2025-10-23,18477,2025-10-27,2025-09-14,48744.77,Late,High income,1,0,0
6589,Melanie,King,Male,2002-03-07,West Jonathantown,Maine,Bussiness,105441.0,2025-09-28,8659,114989.0,9.97,6,Active,2025-07-25,2636,2025-09-28,2026-04-03,33981.42,Late,High income,0,0,0
6589,Melanie,King,Male,2002-03-07,West Jonathantown,Maine,Bussiness,105441.0,2025-09-28,8659,114989.0,9.97,6,Active,2025-07-25,9766,2025-11-10,2026-02-01,49451.76,Missed,High income,0,0,1
6589,Melanie,King,Male,2002-03-07,West Jonathantown,Maine,Bussiness,105441.0,2025-09-28,8659,114989.0,9.97,6,Active,2025-07-25,12279,2025-12-05,2026-01-02,49551.3,Missed,High income,0,0,1
6590,Joshua,Coleman,Male,2004-09-16,New Gregory,Arkansas,Freelancer,34166.0,2023-11-02,962,498766.0,15.07,6,Active,2025-11-11,6454,2025-12-24,2025-12-08,24854.26,On-Time,Low income,0,0,0
6590,Joshua,Coleman,Male,2004-09-16,New Gregory,Arkansas,Freelancer,34166.0,2023-11-02,962,498766.0,15.07,6,Active,2025-11-11,12849,2026-05-05,2026-05-03,2451.73,Late,Low income,0,0,0
6590,Joshua,Coleman,Male,2004-09-16,New Gregory,Arkansas,Freelancer,34166.0,2023-11-02,962,498766.0,15.07,6,Active,2025-11-11,15323,2026-03-01,2025-11-20,8559.72,Missed,Low income,0,0,1
6590,Joshua,Coleman,Male,2004-09-16,New Gregory,Arkansas,Freelancer,34166.0,2023-11-02,3156,558097.0,22.1,48,Default,2024-09-26,8534,2025-06-27,2026-03-11,26109.64,Late,Low income,1,1,0
6590,Joshua,Coleman,Male,2004-09-16,New Gregory,Arkansas,Freelancer,34166.0,2023-11-02,6882,538089.0,11.45,36,Closed,2024-07-01,80,2026-05-09,2026-03-20,32695.95,On-Time,Low income,0,1,0
6590,Joshua,Coleman,Male,2004-09-16,New Gregory,Arkansas,Freelancer,34166.0,2023-11-02,12266,802048.0,12.44,24,Closed,2025-01-29,18616,2025-10-02,2026-01-15,45636.67,Late,Low income,0,1,0
6591,Melissa,Brown,Male,1989-02-13,West Megan,Virginia,Bussiness,141172.0,2025-04-28,5939,665748.0,21.01,24,Active,2025-05-01,15466,2025-07-27,2025-06-10,9361.37,Missed,High income,0,1,1
6593,Kristin,Aguirre,Male,1969-01-27,Timothymouth,South Carolina,Freelancer,43806.0,2024-04-21,4632,803904.0,8.97,24,Closed,2025-10-28,4208,2025-05-15,2026-02-03,10371.84,Late,Low income,0,1,0
6593,Kristin,Aguirre,Male,1969-01-27,Timothymouth,South Carolina,Freelancer,43806.0,2024-04-21,4632,803904.0,8.97,24,Closed,2025-10-28,7089,2025-09-10,2026-05-07,14825.86,Late,Low income,0,1,0
6593,Kristin,Aguirre,Male,1969-01-27,Timothymouth,South Carolina,Freelancer,43806.0,2024-04-21,7506,159591.0,12.29,24,Closed,2026-03-27,15077,2025-08-03,2025-12-08,48532.72,Late,Low income,0,0,0
6593,Kristin,Aguirre,Male,1969-01-27,Timothymouth,South Carolina,Freelancer,43806.0,2024-04-21,8532,586471.0,16.76,24,Default,2024-05-12,11020,2026-03-06,2025-07-21,26233.58,On-Time,Low income,1,1,0
6593,Kristin,Aguirre,Male,1969-01-27,Timothymouth,South Carolina,Freelancer,43806.0,2024-04-21,11615,344316.0,22.51,24,Active,2024-10-18,18138,2025-07-26,2026-02-17,16904.25,Late,Low income,0,0,0
6594,Andrew,Edwards,Female,1984-01-03,Port Olivia,Connecticut,Salaried,159602.0,2026-03-10,13451,632382.0,9.17,12,Active,2024-08-23,888,2025-11-26,2026-02-19,11823.82,Late,High income,0,1,0
6594,Andrew,Edwards,Female,1984-01-03,Port Olivia,Connecticut,Salaried,159602.0,2026-03-10,13451,632382.0,9.17,12,Active,2024-08-23,8211,2026-02-28,2025-10-22,9786.92,Missed,High income,0,1,1
6594,Andrew,Edwards,Female,1984-01-03,Port Olivia,Connecticut,Salaried,159602.0,2026-03-10,13451,632382.0,9.17,12,Active,2024-08-23,8892,2025-12-05,2026-03-05,23354.07,On-Time,High income,0,1,0
6595,Dana,Francis,Female,1969-06-18,Charlesville,Vermont,Self-Employed,109776.0,2025-11-12,9340,92694.0,15.74,36,Active,2025-06-16,2807,2025-11-15,2025-05-18,32897.24,On-Time,High income,0,0,0
6595,Dana,Francis,Female,1969-06-18,Charlesville,Vermont,Self-Employed,109776.0,2025-11-12,9340,92694.0,15.74,36,Active,2025-06-16,17051,2025-06-11,2026-02-23,11662.82,Late,High income,0,0,0
6595,Dana,Francis,Female,1969-06-18,Charlesville,Vermont,Self-Employed,109776.0,2025-11-12,14129,629362.0,23.91,36,Default,2025-09-22,11156,2026-04-04,2025-11-03,23578.88,Late,High income,1,1,0
6596,Roy,Williams,Female,1994-11-02,Marioshire,Wisconsin,Freelancer,196845.0,2023-10-09,4705,622945.0,23.5,24,Closed,2026-01-30,3745,2025-09-06,2025-09-07,11857.05,Late,High income,0,1,0
6597,Yesenia,Gomez,Female,1985-07-14,Reyesfort,Connecticut,Self-Employed,172342.0,2025-08-28,3999,738332.0,9.77,24,Active,2024-08-12,16958,2025-08-08,2025-11-26,26117.76,Missed,High income,0,1,1
6600,Joshua,Pena,Male,1987-01-03,Prestonside,Pennsylvania,Self-Employed,129764.0,2024-05-24,2575,849045.0,16.76,12,Active,2025-07-31,11976,2025-08-24,2025-10-11,2253.34,Missed,High income,0,1,1
6600,Joshua,Pena,Male,1987-01-03,Prestonside,Pennsylvania,Self-Employed,129764.0,2024-05-24,2575,849045.0,16.76,12,Active,2025-07-31,15023,2025-05-27,2026-03-16,16373.62,Missed,High income,0,1,1
6601,Robert,Duffy,Female,2003-12-09,Coxland,Iowa,Salaried,158338.0,2024-03-20,1176,765387.0,18.36,24,Active,2025-12-07,3439,2025-12-31,2025-05-26,38597.76,Missed,High income,0,1,1
6601,Robert,Duffy,Female,2003-12-09,Coxland,Iowa,Salaried,158338.0,2024-03-20,2207,924370.0,23.65,36,Default,2024-08-18,5508,2025-10-11,2025-08-03,44772.33,Missed,High income,1,1,1
6601,Robert,Duffy,Female,2003-12-09,Coxland,Iowa,Salaried,158338.0,2024-03-20,4692,853734.0,19.04,6,Active,2026-02-05,2055,2025-11-15,2026-04-22,2651.98,On-Time,High income,0,1,0
6601,Robert,Duffy,Female,2003-12-09,Coxland,Iowa,Salaried,158338.0,2024-03-20,4692,853734.0,19.04,6,Active,2026-02-05,7210,2025-08-26,2026-03-09,18452.74,Missed,High income,0,1,1
6601,Robert,Duffy,Female,2003-12-09,Coxland,Iowa,Salaried,158338.0,2024-03-20,11876,164606.0,18.2,48,Closed,2024-11-19,7186,2026-05-03,2026-03-27,21867.56,Missed,High income,0,0,1
6603,Rebecca,Flores,Male,1975-03-13,Paigefort,California,Salaried,179717.0,2025-06-16,10829,939176.0,18.1,24,Active,2025-11-22,3673,2026-04-30,2026-04-24,7864.47,Missed,High income,0,1,1
6604,Heather,Peters,Female,1997-05-07,South Christopherhaven,Kansas,Bussiness,105575.0,2025-01-14,449,785432.0,19.54,36,Default,2025-11-30,1150,2025-12-31,2025-06-03,33089.47,Missed,High income,1,1,1
6604,Heather,Peters,Female,1997-05-07,South Christopherhaven,Kansas,Bussiness,105575.0,2025-01-14,449,785432.0,19.54,36,Default,2025-11-30,6884,2026-04-01,2026-03-24,26606.47,Missed,High income,1,1,1
6604,Heather,Peters,Female,1997-05-07,South Christopherhaven,Kansas,Bussiness,105575.0,2025-01-14,449,785432.0,19.54,36,Default,2025-11-30,7749,2025-07-22,2026-01-06,32297.15,Late,High income,1,1,0
6604,Heather,Peters,Female,1997-05-07,South Christopherhaven,Kansas,Bussiness,105575.0,2025-01-14,508,321232.0,8.47,12,Active,2025-08-01,2109,2026-01-10,2025-08-21,49261.5,On-Time,High income,0,0,0
6604,Heather,Peters,Female,1997-05-07,South Christopherhaven,Kansas,Bussiness,105575.0,2025-01-14,508,321232.0,8.47,12,Active,2025-08-01,3078,2026-04-29,2025-09-20,43566.46,On-Time,High income,0,0,0
6604,Heather,Peters,Female,1997-05-07,South Christopherhaven,Kansas,Bussiness,105575.0,2025-01-14,508,321232.0,8.47,12,Active,2025-08-01,18648,2026-02-04,2025-12-12,25102.37,Missed,High income,0,0,1
6604,Heather,Peters,Female,1997-05-07,South Christopherhaven,Kansas,Bussiness,105575.0,2025-01-14,725,118364.0,9.25,36,Closed,2024-09-05,5859,2025-06-19,2025-12-08,34769.8,Missed,High income,0,0,1
6604,Heather,Peters,Female,1997-05-07,South Christopherhaven,Kansas,Bussiness,105575.0,2025-01-14,725,118364.0,9.25,36,Closed,2024-09-05,7374,2025-10-08,2025-12-03,6026.49,Late,High income,0,0,0
6604,Heather,Peters,Female,1997-05-07,South Christopherhaven,Kansas,Bussiness,105575.0,2025-01-14,725,118364.0,9.25,36,Closed,2024-09-05,15170,2025-05-26,2026-04-16,18957.27,On-Time,High income,0,0,0
6604,Heather,Peters,Female,1997-05-07,South Christopherhaven,Kansas,Bussiness,105575.0,2025-01-14,725,118364.0,9.25,36,Closed,2024-09-05,16176,2026-01-15,2026-04-18,43752.14,Late,High income,0,0,0
6604,Heather,Peters,Female,1997-05-07,South Christopherhaven,Kansas,Bussiness,105575.0,2025-01-14,2020,105164.0,18.98,6,Active,2026-04-18,6902,2025-06-06,2025-07-30,2467.6,On-Time,High income,0,0,0
6604,Heather,Peters,Female,1997-05-07,South Christopherhaven,Kansas,Bussiness,105575.0,2025-01-14,2020,105164.0,18.98,6,Active,2026-04-18,12049,2025-06-03,2026-03-01,2304.85,On-Time,High income,0,0,0
6604,Heather,Peters,Female,1997-05-07,South Christopherhaven,Kansas,Bussiness,105575.0,2025-01-14,7801,441203.0,16.92,12,Closed,2024-12-01,1798,2026-03-13,2025-07-26,24858.01,On-Time,High income,0,0,0
6604,Heather,Peters,Female,1997-05-07,South Christopherhaven,Kansas,Bussiness,105575.0,2025-01-14,7801,441203.0,16.92,12,Closed,2024-12-01,3795,2025-07-23,2026-01-23,16927.78,Late,High income,0,0,0
6604,Heather,Peters,Female,1997-05-07,South Christopherhaven,Kansas,Bussiness,105575.0,2025-01-14,7801,441203.0,16.92,12,Closed,2024-12-01,6120,2026-02-08,2025-11-10,8062.05,On-Time,High income,0,0,0
6604,Heather,Peters,Female,1997-05-07,South Christopherhaven,Kansas,Bussiness,105575.0,2025-01-14,7801,441203.0,16.92,12,Closed,2024-12-01,15212,2025-09-15,2025-06-10,29357.16,Missed,High income,0,0,1
6605,Deborah,Snyder,Female,1967-05-04,Martinezton,Hawaii,Salaried,72547.0,2026-03-10,1405,870968.0,13.55,36,Closed,2024-07-09,6464,2025-06-20,2025-11-14,42175.47,Late,Middle income,0,1,0
6606,Connie,Jensen,Male,1985-04-07,West Penny,Michigan,Bussiness,60224.0,2026-05-08,1604,830955.0,14.69,12,Active,2025-08-26,2459,2026-04-18,2025-11-18,37545.73,Missed,Middle income,0,1,1
6606,Connie,Jensen,Male,1985-04-07,West Penny,Michigan,Bussiness,60224.0,2026-05-08,1604,830955.0,14.69,12,Active,2025-08-26,4369,2025-12-15,2026-03-06,49161.73,Late,Middle income,0,1,0
6606,Connie,Jensen,Male,1985-04-07,West Penny,Michigan,Bussiness,60224.0,2026-05-08,1604,830955.0,14.69,12,Active,2025-08-26,8799,2025-11-22,2026-03-16,43444.38,Missed,Middle income,0,1,1
6606,Connie,Jensen,Male,1985-04-07,West Penny,Michigan,Bussiness,60224.0,2026-05-08,1604,830955.0,14.69,12,Active,2025-08-26,12949,2025-12-11,2025-06-29,39232.23,Missed,Middle income,0,1,1
6606,Connie,Jensen,Male,1985-04-07,West Penny,Michigan,Bussiness,60224.0,2026-05-08,1604,830955.0,14.69,12,Active,2025-08-26,18310,2025-09-30,2025-05-14,25822.0,Late,Middle income,0,1,0
6606,Connie,Jensen,Male,1985-04-07,West Penny,Michigan,Bussiness,60224.0,2026-05-08,6489,653425.0,18.42,48,Closed,2025-02-26,12586,2025-12-19,2026-03-11,22351.19,Late,Middle income,0,1,0
6606,Connie,Jensen,Male,1985-04-07,West Penny,Michigan,Bussiness,60224.0,2026-05-08,6489,653425.0,18.42,48,Closed,2025-02-26,15188,2025-05-21,2025-06-30,23142.96,Late,Middle income,0,1,0
6608,Karen,Hernandez,Male,1971-08-12,North Sarahhaven,Illinois,Self-Employed,88711.0,2025-11-16,12552,206737.0,17.59,12,Active,2024-07-07,2568,2025-06-20,2026-04-29,29891.28,Missed,Middle income,0,0,1
6608,Karen,Hernandez,Male,1971-08-12,North Sarahhaven,Illinois,Self-Employed,88711.0,2025-11-16,12552,206737.0,17.59,12,Active,2024-07-07,16154,2026-05-07,2025-10-31,35658.29,Missed,Middle income,0,0,1
6608,Karen,Hernandez,Male,1971-08-12,North Sarahhaven,Illinois,Self-Employed,88711.0,2025-11-16,12552,206737.0,17.59,12,Active,2024-07-07,18125,2026-01-21,2025-12-08,42568.5,Late,Middle income,0,0,0
6608,Karen,Hernandez,Male,1971-08-12,North Sarahhaven,Illinois,Self-Employed,88711.0,2025-11-16,12552,206737.0,17.59,12,Active,2024-07-07,19400,2025-11-05,2025-11-01,6389.79,Late,Middle income,0,0,0
6610,Brian,Torres,Female,1981-01-10,Gonzalezfurt,Hawaii,Salaried,97134.0,2025-11-02,12350,897514.0,11.08,6,Closed,2024-09-08,1854,2025-10-29,2025-09-15,38732.01,On-Time,Middle income,0,1,0
6610,Brian,Torres,Female,1981-01-10,Gonzalezfurt,Hawaii,Salaried,97134.0,2025-11-02,12350,897514.0,11.08,6,Closed,2024-09-08,3771,2025-06-05,2025-08-03,30043.56,Missed,Middle income,0,1,1
6610,Brian,Torres,Female,1981-01-10,Gonzalezfurt,Hawaii,Salaried,97134.0,2025-11-02,14472,262204.0,10.48,12,Active,2024-06-26,3371,2025-06-23,2026-01-25,40546.57,On-Time,Middle income,0,0,0
6611,Joe,Banks,Male,1996-07-29,East Hannah,Idaho,Freelancer,107447.0,2023-10-22,448,829141.0,23.83,36,Closed,2026-05-05,2594,2025-06-25,2026-02-09,47622.13,On-Time,High income,0,1,0
6611,Joe,Banks,Male,1996-07-29,East Hannah,Idaho,Freelancer,107447.0,2023-10-22,448,829141.0,23.83,36,Closed,2026-05-05,7491,2026-04-26,2025-06-14,34783.93,On-Time,High income,0,1,0
6611,Joe,Banks,Male,1996-07-29,East Hannah,Idaho,Freelancer,107447.0,2023-10-22,8773,979304.0,23.36,12,Closed,2025-06-21,5797,2025-12-21,2025-07-21,38273.43,Missed,High income,0,1,1
6611,Joe,Banks,Male,1996-07-29,East Hannah,Idaho,Freelancer,107447.0,2023-10-22,8773,979304.0,23.36,12,Closed,2025-06-21,15114,2025-07-22,2026-01-08,35440.82,Late,High income,0,1,0
6612,Kimberly,Mcfarland,Male,1970-04-16,Larryville,Kansas,Self-Employed,132653.0,2025-07-09,4591,760131.0,19.57,24,Closed,2025-12-24,3431,2025-07-07,2025-12-30,46354.29,Missed,High income,0,1,1
6614,Derrick,Smith,Female,1985-12-04,West Reginaldside,Georgia,Self-Employed,140565.0,2024-05-19,8735,369481.0,19.55,12,Closed,2025-10-16,690,2026-01-11,2025-06-09,34874.66,On-Time,High income,0,0,0
6615,Brendan,Poole,Male,1984-09-25,Oliviastad,Colorado,Self-Employed,197568.0,2025-02-16,14645,773626.0,16.07,48,Active,2025-12-31,9787,2025-05-11,2025-10-15,8231.88,On-Time,High income,0,1,0
6617,Jeffrey,Espinoza,Male,1982-08-14,Samanthamouth,New York,Salaried,195137.0,2024-07-20,4708,721540.0,20.25,12,Default,2025-06-25,1568,2025-08-15,2025-08-08,12624.0,On-Time,High income,1,1,0
6617,Jeffrey,Espinoza,Male,1982-08-14,Samanthamouth,New York,Salaried,195137.0,2024-07-20,5114,728703.0,12.71,24,Closed,2026-02-14,19126,2025-06-26,2025-11-25,36981.53,Missed,High income,0,1,1
